Clave compendio,Codigo del expediente,Número del procedimiento o contratación,Partida específica,Clave CUCoP+,Descripción CUCoP+,Descripción detallada,Unidad de medida,Cantidad solicitada,Clave partidas,Dependencia,desc_det_anuncio,uc,fecha_presentacion,fecha_pub,is_alert_for_keywords,uri,scrapped_day
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0202,SOBRES DE PAPEL,SOBRE MANILA PARA DINERO C/50 PZAS,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0170,PORTA CLIPS,PORTA CLIPS C/IMAN HUMO,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0060,CHAROLA PAPELERA,CHAROLA ORGANIZADORA MALLA METALICA DE 3 NIVELES,PIEZA,1,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0041,CARPETAS PARA ARCHIVO,"CARPETA BLANCA DE 3 ARGOLLAS DE 2""",PIEZA,6,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,24601,24601-0064,PILAS,PILAS AA C/4,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0079,CUADERNO / LIBRETA,LIBRETA PROFESIONAL NORMA JEAN BOOK C/100H,PIEZA,8,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0089,ENGRAPADORA,ENGRAPADORA CROMADA DE GOLPE 401 PILOT,PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0259,MARCADOR (PLUMON),MARCADOR A BASE DE AGUA COLORES (BACOLOR) C/12PZAS,PIEZA,1,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0165,PLUMAS,PLUMA DE GEL PILOT RETRACTIL G-2 FINO 0.7 MM COLOR AZUL C/12 PZAS,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0165,PLUMAS,PLUMA DE GEL PILOT RETRACTIL G-2 FINO 0.7 MM COLOR NEGRO C/12 PZAS,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0185,REGLAS DE METAL,REGLA METALICA 30CM,PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0259,MARCADOR (PLUMON),MARCADOR PARA PINTARRON MAGISTRAL C/4 PZA,PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0216,TIJERAS PARA OFICINA,TIJERAS METALICAS (BARRILITO)PARA OFICINA,PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0234,CINTA TRANSPARENTE CRISTAL,CINTA MAGICA 19MM X 65.8M,PIEZA,4,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0064,CINTA ADHESIVA CANELA,CINTA CANELA DE 48 MM X 150M,PIEZA,8,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0202,SOBRES DE PAPEL,SOBRE MANILA T/DOBLE CARTA C/50 PZAS,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0202,SOBRES DE PAPEL,SOBRE MANILA T/CARTA C/50 PZAS,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0202,SOBRES DE PAPEL,SOBRE MANILA PARA DINERO,PIEZA,100,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0240,LAPIZ ADHESIVO,LAPIZ ADHESIVO RESISTOL DE 42GRS,PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0274,DESPACHADOR DE NOTAS ADHESIVAS,POST IT CUBO MEDIANO (COLORES 3X3 IN. CONT. 400 PZA),PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0274,DESPACHADOR DE NOTAS ADHESIVAS,POST IT NOTES (COLORES 4X6 IN. CONT. 180),PIEZA,3,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0121,LAPICES,CAJA DE COLORES C/24,PIEZA,1,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0253,SUMADORA,CALCULADORA DE ESCRITORIO DE 12 DIGITOS,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0041,CARPETAS PARA ARCHIVO,"CARPETA BLANCA DE 3 ARGOLLAS DE 1.5""",PIEZA,5,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0041,CARPETAS PARA ARCHIVO,"CARPETA BLANCA DE 3 ARGOLLAS DE 2""",PIEZA,5,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0041,CARPETAS PARA ARCHIVO,"CARPETA BLANCA DE 3 ARGOLLAS DE 3""",PIEZA,5,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0064,CINTA ADHESIVA CANELA,CINTA CANELA DE 48 MM X 150M,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0234,CINTA TRANSPARENTE CRISTAL,CINTA SCOTCH TRANSPARENTE 19MM X 65.8M,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0063,CINTA ADHESIVA,CINTA SCOTCH TRANSPARENTE DE 48MM X 50M,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0076,CORRECTOR LIQUIDO,CORRECTOR DE CARRITO 5MM X 12M,PIEZA,4,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0274,DESPACHADOR DE NOTAS ADHESIVAS,POST IT CUBO MEDIANO (COLORES 3X3 IN. CONT. 400 PZA),PIEZA,4,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0133,PAPEL BOND,HOJA OPALINA BLANCA GRUESA T/CARTA C/100 PZA,PIEZA,1,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0133,PAPEL BOND,HOJA OPALINA BLANCA DELGADA T/CARTA C/100 PZA,PIEZA,1,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0133,PAPEL BOND,HOJA OPALINA MARFIL DELGADA T/CARTA C/100 PZA,PIEZA,1,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0240,LAPIZ ADHESIVO,LAPIZ ADHESIVO RESISTOL DE 42GRS,PIEZA,4,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
,E-2024-00087220,IA-84-W40-925055994-N-5-2024,21101,21101-0079,CUADERNO / LIBRETA,LIBRETA TAQUIGRAFIA,PIEZA,2,"21101,21401,24601,29101,29301,51201,51901,56701",084W40 - UNIVERSIDAD AUTÓNOMA DE OCCIDENTE,"ADQUISICIÓN DE MATERIAL DE PAPELERÍA PARA LAS UNIDADES REGIONALES, EXTENSIONES Y DIRECCIONES DE RECTORÍA DE LA UNIVERSIDAD AUTÓNOMA DE OCCIDENTE",DIRECCION DE ADMINISTRACION,28/08/2024 12:00,16/08/2024 17:47,False,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3ee79ac3094c4b2f8712c0fbf75c1228/procedimiento,22/08/2024
