Clave compendio,Clave Cucop,Descripción detallada,Codigo del expediente,Número del procedimiento o contratación,Dependencia,Número Unidad Compradora,Nombre Unidad Compradora,Fecha y hora de la publicación,Año del ejercicio presupuestal,Clave partidas,Proveedor,Número de contrato,Fecha de inicio,Fecha de fin,Importe Unitario sin Impuestos,Total Sin IVA,Total con IVA,uri,scrapped_day,total cantidad minima
,24601-0073,"379.808.4905.00.01 SENSOR ""FLOTRAC"" CON LINEA DE PRESION DE 60 PULGADAS (152 CM). PARA EL MONITOREO HEMODINAMICO DE MINIMA INVASION. PRESENTACION: PIEZA. NUMERO DE CATALOGO: MHD6. PARA USO EN EL EQUIPO MEDICO: MONITOR DE SIGNOS VITALES. CON CLAVE: 531.619.0403. MARCA: EDWARDS. MODELO: VIGILEO.",E-2024-00056631,AA-50-GYR-050GYR046-T-69-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR046,HOSPITAL DE ESPECIALIDADES DEL CMN MANUEL AVILA CAMACHO EN PUEBLA,05/06/2024 08:47,2024,"21101,22301,24601,24801,25301,25401",EV TERAPEUTICA SA DE CV,050GYR046T06924-004-00,04/06/2024,14/06/2024,"$7,971.00","$813,042.00","$943,128.72",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/89cb43eda8a94e7d8ce381c930f7117c/procedimiento,17/08/2024,
,25401-0294,"379.437.0415.00.01 JUEGO DE JERINGAS PARA INYECCION DE MATERIAL DE CONTRASTE Y SOLUCIONES, ESPECIFICO PARA INYECTOR MARCA MEDRAD MODELO STELLANT DUAL: EMPAQUE QUE CONTIENE 2 JERINGAS, 1 TUBO DE LLENADO Y 1 TUBO CONECTOR DE BAJA PRESION, ESTERILES Y DESECHABLES. PRESENTACION: JUEGO. NUMERO DE CATALOGO: SDS-TP-QFT. PARA SU USO EN EL EQUIPO: CLAVE 531 254 0049 TOMOGRAFIA COMPUTARIZADA MULTICORTES. MARCA: TOSHIBA. MODELO: AQUILION.",E-2024-00056631,AA-50-GYR-050GYR046-T-69-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR046,HOSPITAL DE ESPECIALIDADES DEL CMN MANUEL AVILA CAMACHO EN PUEBLA,05/06/2024 08:47,2024,"21101,22301,24601,24801,25301,25401",EYM SOLUTIONS SA DE CV,050GYR046T06924-005-00,04/06/2024,14/06/2024,$630.00,"$25,200.00","$29,232.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/89cb43eda8a94e7d8ce381c930f7117c/procedimiento,17/08/2024,
,25401-0089,379.200.0626.00.01 CIRCUITO COMPLETO PEDIATRICO. PRESENTACION: JUEGO. NUMERO DE CATALOGO: 40011. PARA SU USO EN EL EQUIPO: CLAVE 531 941 0279 VENTILADOR VOLUMETRICO PORTATIL. MARCA: BIO-MED DEVICES. MODELO: CROSS VENT 4.,E-2024-00056631,AA-50-GYR-050GYR046-T-69-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR046,HOSPITAL DE ESPECIALIDADES DEL CMN MANUEL AVILA CAMACHO EN PUEBLA,05/06/2024 08:47,2024,"21101,22301,24601,24801,25301,25401",LIZBETH CHAVEZ TELLEZ,050GYR046T06924-006-00,04/06/2024,14/06/2024,$425.00,"$4,250.00","$4,930.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/89cb43eda8a94e7d8ce381c930f7117c/procedimiento,17/08/2024,
,24801-0038,"379.604.0370.00.01 MANGUERA EN ROLLO DE HASTA 30 MTS. FLEXIBLE, TRANSPARENTE, SIN COLOR, ACANALADO EXTERIOR, DIAMETRO INTERNO DE 7 MM. RESISTENCIA A DISTENSION 2 A 3 MM., ACOPLADOR PRECORTADO CADA 1.80 MTS, DE COLOR QUE INDIQUE SITIO DE CORTE PARA CONEXION A CANULA TIPO YANKAUER., QUE INCLUYA AL MENOS 16 CONECTORES RIGIDOS DE 5 CM. PRESENTACION: CAJA CON ROLLO DE MANGUERA DE 30 MTS. NUMERO DE CATALOGO: N7100. PARA SU USO EN EL EQUIPO CLAVE: 531 081 0832 SISTEMA PARA ASPIRACION DE SECRECIONES. MARCA: MEDI-VAC. MODELO: CRD-FLEX.",E-2024-00056631,AA-50-GYR-050GYR046-T-69-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR046,HOSPITAL DE ESPECIALIDADES DEL CMN MANUEL AVILA CAMACHO EN PUEBLA,05/06/2024 08:47,2024,"21101,22301,24601,24801,25301,25401",MAV Y BV S DE RL DE CV,050GYR046T06924-007-00,04/06/2024,14/06/2024,$574.00,"$172,200.00","$199,752.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/89cb43eda8a94e7d8ce381c930f7117c/procedimiento,17/08/2024,
,25401-0088,379.200.0675.00.02 CIRCUITO DE PACIENTE ADULTO COMPLETO DESECHABLE. PRESENTACION: JUEGO. NUMERO DE CATALOGO: CAD-102031. PARA SU USO EN EL EQUIPO: CLAVE 531 941 0980 VENTILADOR ADULTO-PEDIATRICO-NEONATAL. MARCA: IMAGENES Y MEDICINA. MODELO: MATISSE.,E-2024-00056631,AA-50-GYR-050GYR046-T-69-2024,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR046,HOSPITAL DE ESPECIALIDADES DEL CMN MANUEL AVILA CAMACHO EN PUEBLA,05/06/2024 08:47,2024,"21101,22301,24601,24801,25301,25401",NOVATEC MEDICAL SA DE CV,050GYR046T06924-008-00,04/06/2024,14/06/2024,$121.00,"$48,400.00","$56,144.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/89cb43eda8a94e7d8ce381c930f7117c/procedimiento,17/08/2024,
,21101-0140,ETIQUETA (RIESGO ELECTRICO) VINIL TRANSPARENTE 10X13CM. IMP.SERIGRAFIA,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$55.00,$550.00,$638.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,"SEÑALAMIENTO (USO BATA,EQUIPO ;ETC.) VINIL R. Y ESTIRENO 30X40CM",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$60.00,$300.00,$348.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,21601-0082,"GUANTE ROJO DE HULE LATEX # 8, 9, 7 1/2. ADEX.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$46.72,$934.40,"$1,083.90",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,"SEÑALAMIENTO VINIL RECORTADO Y ESTIRENO (EXTINTOR), MEDIDA 20X20CM.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$65.00,$650.00,$754.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO (AREA RESTRINGIDA) VINIL R. Y ESTIRENO 30X50CM.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$60.00,$300.00,$348.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,"SEÑALAMIENTO (10 RUTA DE RPBI IZQUIERDA, 10 RUTA DE RPBI DERECHA, 10 RUTA DE RPBI AMBOS LADOS) VINIL RECORTADO Y ESTIRENO 25X20CM.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$60.00,"$1,800.00","$2,088.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO (ETIQUETA) DE TABLERO ELECTRICO NORMAL DE 13.5 X16.5 CM.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$65.00,$975.00,"$1,131.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO SALIDA 25 X10 CMS.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$65.00,$650.00,$754.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,"SEÑALAMIENTO PARA ABRIR "" EMPUJE LA BARRA"" 20 X40 CMS.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$65.00,$325.00,$377.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO SALIDA DE EMERGENCIA 20 X 40 CMS.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$65.00,$325.00,$377.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO (ETIQUETA) DE TABLERO ELECTRICO DE EMERGENCIA DE 13.5 X 16.5 CM.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$65.00,$975.00,"$1,131.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,"SEÑALAMIENTO ZONA DE MENOR RIESGO, 25 X 25 CMS.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$45.00,$900.00,"$1,044.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO RUTA DE EVACUACION FLECHA DERECHA 28 X 21 CMS.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$45.00,$450.00,$522.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0056,SEÑALAMIENTO RUTA DE EVACUACION RUTA IZQUIERDA 28 X 21 CMS.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$45.00,$450.00,$522.00,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0023,"CINTA REFLEJANTE (DIAMOND GRADE TM CONSPICUITY MARKINGS GROSS WEIGHT 50.8 X 45.7.) ROLLO VERDE, MARCA 3M.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,"$2,076.80","$14,537.60","$16,863.62",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0023,"CINTA IMPRESA DELIMITANTE EN COLOR. ( PELIGRO, PRECAUCION ETC.)",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$94.38,$566.28,$656.88,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24601-0094,EXTENSION POLARIZADA USO RUDO 6 MTS. CALIBRE 16 AWG.127V-60HZ. MODELO ER-8X16 MARCA VOLTECK.,E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$108.96,$108.96,$126.39,https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0023,"CINTA ANTIDERRAPANTE RESILENTE MEDIO NEGRO DE 1"" X 18 MTS., MODELO SAFETY WALK, MARCA 3M.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$460.46,"$4,604.60","$5,341.34",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0023,"CINTA PARA DUCTOS (MULTIUSOS PLATEADA) 48 MM X 50 M., MARCA TUK.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$274.48,"$1,372.40","$1,591.98",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,24801-0073,"RESISTOL (PEGAMENTO DE MONTAJE) NO MAS CLAVOS, TUBO 360G. MARCA RESISTOL.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,$135.17,"$4,055.10","$4,703.92",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,26105-0001,"LIQUIDO PARA MAQUINA DE HUMO, MARCA STEREN.",E-2024-00017319,AA-12-M7F-012M7F001-N-51-2024,012M7F - INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUNIZ,012M7F001,SUBDIRECCION DE RECURSOS MATERIALES,27/02/2024 09:32,2024,"21101,21601,24601,24801,26105",DISTRIBUIDORA GARRI IDOZ SA DE CV,P 2024-0060,26/02/2024,08/04/2024,"$1,096.00","$2,192.00","$2,542.72",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/e775e27b087847a685a8e0b7fc807c44/procedimiento,17/08/2024,
,21101-0003,"510104 ACRÍLICOS DOBLES DE 3 MM, DE 60X90 CM, CON BARRENOS EN LAS ESQUINAS Y 4 CHAPETONES DE 25 MM.",E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,"$1,177.50","$23,550.00","$27,318.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,510111 POSTERS IMPRESOS EN CARTULINA SULFATADA DE 12 PTS. O CARTULINA OPALINA DE 225 G. CON MEDIDAS 60X90 CM CON LAMINADO FLOOR GRAPHIC,E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,$780.00,"$15,600.00","$18,096.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,21101-0261,"510118 PORTA DOCUMENTO HORIZONTAL DE ACRÍLICO TAMAÑO CARTA, CERRADO SUPERIOR, INFERIOR Y LADO DERECHO.",E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,$190.00,"$7,600.00","$8,816.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,510156 LOGOTIPOS IMPRESOS EN VINIL A 4X0 TINTAS DE 15X25 CM.,E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,$98.00,"$1,470.00","$1,705.20",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,"510187 PENDONES EN LONA IMPRESA DE 1.3X6 M, CON DOBLADILLO Y OJILLOS",E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,"$2,184.00","$6,552.00","$7,600.32",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,"510191 ANTEPECHO IMPRESO EN LONA MEDIDAS 15X2 M, CON DOBLADILLO Y OJILLOS",E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,"$8,400.00","$8,400.00","$9,744.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,510201 BANNERS IMPRESOS EN LONA CON MEDIDAS 180X80 CM. CON ESTRUCTURA DE ACERO,E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,$780.00,"$15,600.00","$18,096.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,"510202 ANTEPECHOS IMPRESIÓN DIRECTA CON TINTAS UV, EN TRÓVISEL DE 6 MM CON MEDIDAS 100X30 CM.",E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,$870.00,"$17,400.00","$20,184.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,33605-0003,"511551 ROTULACIÓN DE AUTOMÓVIL EN PUERTAS, COFRE Y CAJUELA CON VINILOS IMPRESOS.",E-2023-00084277,AA-12-NDE-012NDE001-N-228-2023,012NDE - INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,012NDE001,SUBDIRECCION DE RECURSOS MATERIALES Y CONSERVACION,14/09/2023 12:49,2023,"21101,33605",JOSE ALFREDO HIDALGO ANAYA,3122,13/09/2023,13/10/2023,"$3,800.00","$3,800.00","$4,408.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/740528898f314a218f5dacd138f24168/procedimiento,17/08/2024,
,1,"ADQUISICION DE VAES DE GASOLINA PARA 7,781.2361 LITROS DE COMBUSTIBLE",E-2023-00036867,AA-20-148-020000877-N-36-2023,020000 - SECRETARIA DE BIENESTAR,020000877,DELEGACION TAMAULIPAS,29/05/2023 15:22,2023,26102,SERVICIO OROZCO SA DE CV,AD-0200000877-036-2023,19/05/2023,15/06/2023,$18.94,"$147,357.94","$175,000.90",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/3b5a8964538b41e38bc4c2bf0e7461ab/procedimiento,17/08/2024,
,21101-0202,"SOBRE AMARILLO. EN PAPEL MANILA. DE 25 X 30 CM. (10 X 12""). PARA ENVIOS URGENTES. POR VALIJA.",E-2023-00066789,AA-50-GYR-050GYR035-N-69-2023,050GYR - INSTITUTO MEXICANO DEL SEGURO SOCIAL,050GYR035,COORD DE ABAST Y EQ DELEG NUEVO LEON,17/08/2023 09:23,2023,21101,ISRAEL AARON CHAVARRIA PADILLA,D3P1280,14/06/2023,24/06/2023,$20.00,"$12,000.00","$13,920.00",https://upcp-compranet.hacienda.gob.mx/sitiopublico/#/sitiopublico/detalle/1d65ec4920254cbca047bec5576643df/procedimiento,17/08/2024,
